I (42115) main: Raw_angle: 89.51, Angle: 89.51, PID Output: -6, Delay: 5000
I (45285) main: Raw_angle: 71.85, Angle: 71.85, PID Output: 523, Delay: 4485
I (45295) main: Raw_angle: 71.85, Angle: 67.33, PID Output: 663, Delay: 4485
I (45305) main: Raw_angle: 67.33, Angle: 67.33, PID Output: 659, Delay: 4332
I (45315) main: Raw_angle: 67.33, Angle: 71.85, PID Output: 518, Delay: 4337
I (45325) main: Raw_angle: 71.85, Angle: 97.40, PID Output: -268, Delay: 4490
I (45335) main: Raw_angle: 97.40, Angle: 99.83, PID Output: -318, Delay: 4762
I (45345) main: Raw_angle: 99.83, Angle: 99.83, PID Output: -315, Delay: 4708
I (45365) main: Raw_angle: 99.83, Angle: 107.36, PID Output: -549, Delay: 4711
I (45395) main: Raw_angle: 107.84, Angle: 107.36, PID Output: -541, Delay: 4456
I (45405) main: Raw_angle: 107.36, Angle: 107.36, PID Output: -541, Delay: 4465
I (45415) main: Raw_angle: 107.36, Angle: 107.36, PID Output: -541, Delay: 4465
I (45425) main: Raw_angle: 107.36, Angle: 107.36, PID Output: -541, Delay: 4465
I (45435) main: Raw_angle: 107.36, Angle: 107.36, PID Output: -541, Delay: 4465
I (45445) main: Raw_angle: 104.80, Angle: 104.80, PID Output: -462, Delay: 4465
I (45455) main: Raw_angle: 104.80, Angle: 104.80, PID Output: -464, Delay: 4551
I (45465) main: Raw_angle: 104.80, Angle: 104.80, PID Output: -464, Delay: 4549
I (45475) main: Raw_angle: 104.80, Angle: 81.87, PID Output: 245, Delay: 4549
I (45485) main: Raw_angle: 81.87, Angle: 81.87, PID Output: 222, Delay: 4787
I (45495) main: Raw_angle: 81.87, Angle: 81.87, PID Output: 222, Delay: 4812
I (45505) main: Raw_angle: 81.87, Angle: 81.87, PID Output: 222, Delay: 4812
I (45515) main: Raw_angle: 81.87, Angle: 99.00, PID Output: -308, Delay: 4812
I (45525) main: Raw_angle: 99.00, Angle: 104.80, PID Output: -470, Delay: 4719
I (45535) main: Raw_angle: 104.80, Angle: 104.80, PID Output: -464, Delay: 4542
I (45545) main: Raw_angle: 104.80, Angle: 104.80, PID Output: -464, Delay: 4549
I (45555) main: Raw_angle: 104.80, Angle: 99.00, PID Output: -285, Delay: 4549
I (45565) main: Raw_angle: 99.00, Angle: 78.07, PID Output: 357, Delay: 4744
I (45575) main: Raw_angle: 78.07, Angle: 75.75, PID Output: 408, Delay: 4665
I (45585) main: Raw_angle: 75.75, Angle: 75.75, PID Output: 406, Delay: 4610
I (45595) main: Raw_angle: 75.75, Angle: 59.28, PID Output: 917, Delay: 4612
I (45605) main: Raw_angle: 59.28, Angle: 53.19, PID Output: 1089, Delay: 4056
I (45615) main: Raw_angle: 53.19, Angle: 53.19, PID Output: 1083, Delay: 3868
I (45625) main: Raw_angle: 53.19, Angle: 53.19, PID Output: 1083, Delay: 3875
I (45635) main: Raw_angle: 50.52, Angle: 50.52, PID Output: 1166, Delay: 3875
I (45645) main: Raw_angle: 50.52, Angle: 53.19, PID Output: 1080, Delay: 3785
I (45655) main: Raw_angle: 53.19, Angle: 59.28, PID Output: 894, Delay: 3878
I (45665) main: Raw_angle: 59.28, Angle: 59.28, PID Output: 900, Delay: 4081
I (45675) main: Raw_angle: 59.28, Angle: 59.28, PID Output: 900, Delay: 4074
I (45685) main: Raw_angle: 59.28, Angle: 74.56, PID Output: 427, Delay: 4074
I (45695) main: Raw_angle: 74.56, Angle: 88.38, PID Output: 13, Delay: 4589
I (45705) main: Raw_angle: 88.38, Angle: 108.25, PID Output: -588, Delay: 5000
I (45715) main: Raw_angle: 108.25, Angle: 108.25, PID Output: -568, Delay: 4414
I (45725) main: Raw_angle: 108.25, Angle: 108.25, PID Output: -568, Delay: 4436
I (45735) main: Raw_angle: 108.25, Angle: 91.61, PID Output: -52, Delay: 4436
I (45745) main: Raw_angle: 91.61, Angle: 108.25, PID Output: -585, Delay: 4997
I (45755) main: Raw_angle: 108.25, Angle: 108.25, PID Output: -568, Delay: 4417
I (45765) main: Raw_angle: 108.25, Angle: 108.25, PID Output: -568, Delay: 4436
I (45775) main: Raw_angle: 103.63, Angle: 108.25, PID Output: -568, Delay: 4436
I (45785) main: Raw_angle: 108.25, Angle: 108.25, PID Output: -568, Delay: 4436
I (45795) main: Raw_angle: 108.25, Angle: 103.63, PID Output: -425, Delay: 4436
I (45805) main: Raw_angle: 103.63, Angle: 91.61, PID Output: -57, Delay: 4591
I (45815) main: Raw_angle: 91.61, Angle: 75.20, PID Output: 439, Delay: 4992
I (45825) main: Raw_angle: 75.20, Angle: 72.07, PID Output: 520, Delay: 4576
I (45835) main: Raw_angle: 72.07, Angle: 75.20, PID Output: 419, Delay: 4488
I (45845) main: Raw_angle: 75.20, Angle: 100.32, PID Output: -355, Delay: 4598
I (45855) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4667
I (45865) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45875) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45885) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45895) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45905) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45915) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45925) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45935) main: Raw_angle: 100.32, Angle: 100.32, PID Output: -330, Delay: 4695
I (45945) main: Raw_angle: 100.32, Angle: 88.28, PID Output: 42, Delay: 4695
I (45955) main: Raw_angle: 88.28, Angle: 88.20, PID Output: 32, Delay: 5000
I (45965) main: Raw_angle: 88.20, Angle: 88.20, PID Output: 32, Delay: 5000
I (45975) main: Raw_angle: 88.20, Angle: 88.20, PID Output: 32, Delay: 5000
I (45985) main: Raw_angle: 88.20, Angle: 88.20, PID Output: 32, Delay: 5000
I (45995) main: Raw_angle: 88.20, Angle: 88.20, PID Output: 32, Delay: 5000
I (46005) main: Raw_angle: 88.20, Angle: 88.20, PID Output: 32, Delay: 5000
I (46015) main: Raw_angle: 88.20, Angle: 102.76, PID Output: -418, Delay: 5000
I (46025) main: Raw_angle: 102.76, Angle: 102.76, PID Output: -403, Delay: 4599
I (46035) main: Raw_angle: 102.76, Angle: 102.76, PID Output: -403, Delay: 4615
I (46045) main: Raw_angle: 102.76, Angle: 102.76, PID Output: -403, Delay: 4615
I (46055) main: Raw_angle: 102.76, Angle: 102.76, PID Output: -403, Delay: 4615
I (46065) main: Raw_angle: 102.76, Angle: 109.20, PID Output: -603, Delay: 4615
I (46075) main: Raw_angle: 109.20, Angle: 109.20, PID Output: -597, Delay: 4398
I (46085) main: Raw_angle: 109.20, Angle: 102.76, PID Output: -397, Delay: 4404
I (46095) main: Raw_angle: 102.76, Angle: 92.28, PID Output: -79, Delay: 4622
I (46105) main: Raw_angle: 92.28, Angle: 92.07, PID Output: -82, Delay: 4968
I (46115) main: Raw_angle: 92.07, Angle: 87.23, PID Output: 66, Delay: 4965
I (46125) main: Raw_angle: 89.91, Angle: 87.23, PID Output: 61, Delay: 4982
I (46135) main: Raw_angle: 87.23, Angle: 87.23, PID Output: 61, Delay: 4988
I (46145) main: Raw_angle: 87.23, Angle: 89.91, PID Output: -21, Delay: 4988
I (46155) main: Raw_angle: 89.91, Angle: 92.07, PID Output: -85, Delay: 5000
I (46165) main: Raw_angle: 92.66, Angle: 92.66, PID Output: -101, Delay: 4961
I (46175) main: Raw_angle: 92.66, Angle: 92.66, PID Output: -100, Delay: 4944
I (46185) main: Raw_angle: 92.66, Angle: 92.07, PID Output: -82, Delay: 4945
I (46195) main: Raw_angle: 92.07, Angle: 89.91, PID Output: -16, Delay: 4965
I (46205) main: Raw_angle: 89.91, Angle: 89.91, PID Output: -18, Delay: 5000
I (46215) main: Raw_angle: 89.91, Angle: 89.91, PID Output: -18, Delay: 5000
I (46225) main: Raw_angle: 89.91, Angle: 89.91, PID Output: -18, Delay: 5000
I (46235) main: Raw_angle: 89.91, Angle: 87.04, PID Output: 70, Delay: 5000
I (46245) main: Raw_angle: 87.04, Angle: 81.78, PID Output: 230, Delay: 4978
I (46255) main: Raw_angle: 81.78, Angle: 81.78, PID Output: 225, Delay: 4804
I (46265) main: Raw_angle: 81.78, Angle: 81.78, PID Output: 225, Delay: 4809
I (46275) main: Raw_angle: 81.78, Angle: 81.78, PID Output: 225, Delay: 4809
I (46285) main: Raw_angle: 81.78, Angle: 81.78, PID Output: 225, Delay: 4809
I (46295) main: Raw_angle: 81.78, Angle: 81.78, PID Output: 225, Delay: 4809
I (46305) main: Raw_angle: 81.78, Angle: 100.72, PID Output: -361, Delay: 4809
I (46315) main: Raw_angle: 105.13, Angle: 101.61, PID Output: -370, Delay: 4661
I (46325) main: Raw_angle: 101.61, Angle: 101.61, PID Output: -369, Delay: 4651
I (46335) main: Raw_angle: 101.61, Angle: 101.61, PID Output: -369, Delay: 4652
I (46345) main: Raw_angle: 101.61, Angle: 101.61, PID Output: -369, Delay: 4652
I (46355) main: Raw_angle: 101.61, Angle: 101.61, PID Output: -369, Delay: 4652
I (46365) main: Raw_angle: 101.61, Angle: 105.13, PID Output: -478, Delay: 4652
I (46375) main: Raw_angle: 105.13, Angle: 105.13, PID Output: -474, Delay: 4534
I (46385) main: Raw_angle: 105.13, Angle: 100.72, PID Output: -338, Delay: 4538
I (46395) main: Raw_angle: 100.72, Angle: 99.96, PID Output: -318, Delay: 4686
I (46405) main: Raw_angle: 99.96, Angle: 92.13, PID Output: -77, Delay: 4708
I (46415) main: Raw_angle: 92.13, Angle: 83.11, PID Output: 194, Delay: 4970
I (46425) main: Raw_angle: 80.45, Angle: 80.45, PID Output: 268, Delay: 4843
I (46435) main: Raw_angle: 80.45, Angle: 83.11, PID Output: 183, Delay: 4762
I (46445) main: Raw_angle: 83.11, Angle: 92.13, PID Output: -93, Delay: 4855
I (46455) main: Raw_angle: 92.13, Angle: 99.96, PID Output: -327, Delay: 4953
I (46465) main: Raw_angle: 99.96, Angle: 99.96, PID Output: -319, Delay: 4698
I (46475) main: Raw_angle: 99.96, Angle: 83.11, PID Output: 202, Delay: 4707
I (46485) main: Raw_angle: 83.11, Angle: 80.45, PID Output: 268, Delay: 4834
I (46495) main: Raw_angle: 80.45, Angle: 80.45, PID Output: 265, Delay: 4762
I (46505) main: Raw_angle: 80.45, Angle: 83.11, PID Output: 183, Delay: 4765
I (46515) main: Raw_angle: 83.11, Angle: 86.38, PID Output: 84, Delay: 4855
I (46525) main: Raw_angle: 86.38, Angle: 100.28, PID Output: -343, Delay: 4962
I (46535) main: Raw_angle: 100.28, Angle: 102.87, PID Output: -409, Delay: 4681
I (46545) main: Raw_angle: 102.87, Angle: 102.87, PID Output: -407, Delay: 4609
I (46555) main: Raw_angle: 102.87, Angle: 86.38, PID Output: 104, Delay: 4611
I (46565) main: Raw_angle: 86.38, Angle: 66.05, PID Output: 717, Delay: 4941
I (46575) main: Raw_angle: 66.05, Angle: 66.05, PID Output: 697, Delay: 4273
I (46585) main: Raw_angle: 66.05, Angle: 86.38, PID Output: 67, Delay: 4295
I (46595) main: Raw_angle: 86.38, Angle: 102.87, PID Output: -423, Delay: 4981
I (46605) main: Raw_angle: 102.87, Angle: 112.18, PID Output: -695, Delay: 4593
I (46615) main: Raw_angle: 112.18, Angle: 102.87, PID Output: -397, Delay: 4297
I (46625) main: Raw_angle: 102.87, Angle: 61.38, PID Output: 879, Delay: 4622
I (46635) main: Raw_angle: 61.38, Angle: 61.38, PID Output: 837, Delay: 4097
I (46645) main: Raw_angle: 61.38, Angle: 58.60, PID Output: 923, Delay: 4143
I (46655) main: Raw_angle: 58.60, Angle: 61.38, PID Output: 834, Delay: 4049
I (46665) main: Raw_angle: 61.38, Angle: 80.00, PID Output: 260, Delay: 4146
I (46675) main: Raw_angle: 80.00, Angle: 104.27, PID Output: -473, Delay: 4771
I (46685) main: Raw_angle: 104.27, Angle: 104.27, PID Output: -449, Delay: 4539
I (46695) main: Raw_angle: 104.27, Angle: 98.21, PID Output: -261, Delay: 4565
I (46705) main: Raw_angle: 98.21, Angle: 80.00, PID Output: 297, Delay: 4770
I (46715) main: Raw_angle: 80.00, Angle: 58.60, PID Output: 942, Delay: 4731
I (46725) main: Raw_angle: 58.60, Angle: 76.87, PID Output: 354, Delay: 4028
I (46735) main: Raw_angle: 76.87, Angle: 76.87, PID Output: 372, Delay: 4669
I (46745) main: Raw_angle: 76.87, Angle: 64.23, PID Output: 764, Delay: 4649
I (46755) main: Raw_angle: 64.23, Angle: 64.23, PID Output: 752, Delay: 4222
I (46765) main: Raw_angle: 60.49, Angle: 60.49, PID Output: 867, Delay: 4235
I (46775) main: Raw_angle: 60.49, Angle: 60.49, PID Output: 864, Delay: 4110
I (46785) main: Raw_angle: 60.49, Angle: 60.49, PID Output: 864, Delay: 4113
I (46795) main: Raw_angle: 60.49, Angle: 55.79, PID Output: 1009, Delay: 4113
I (46805) main: Raw_angle: 55.79, Angle: 60.49, PID Output: 859, Delay: 3956
I (46815) main: Raw_angle: 60.49, Angle: 64.23, PID Output: 748, Delay: 4119
I (46825) main: Raw_angle: 64.23, Angle: 76.87, PID Output: 360, Delay: 4240
I (46835) main: Raw_angle: 76.87, Angle: 97.15, PID Output: -255, Delay: 4662
I (46845) main: Raw_angle: 97.15, Angle: 98.88, PID Output: -289, Delay: 4776
I (46855) main: Raw_angle: 98.88, Angle: 98.88, PID Output: -287, Delay: 4739
I (46865) main: Raw_angle: 98.88, Angle: 105.28, PID Output: -485, Delay: 4742
I (46875) main: Raw_angle: 105.28, Angle: 111.32, PID Output: -666, Delay: 4526
I (46885) main: Raw_angle: 111.32, Angle: 105.28, PID Output: -473, Delay: 4329
I (46895) main: Raw_angle: 105.28, Angle: 105.28, PID Output: -479, Delay: 4539
I (46905) main: Raw_angle: 105.28, Angle: 105.28, PID Output: -479, Delay: 4532
I (46915) main: Raw_angle: 105.28, Angle: 97.15, PID Output: -227, Delay: 4532
I (46925) main: Raw_angle: 97.15, Angle: 92.27, PID Output: -84, Delay: 4807
I (46935) main: Raw_angle: 92.27, Angle: 84.82, PID Output: 141, Delay: 4962
I (46945) main: Raw_angle: 84.82, Angle: 77.10, PID Output: 373, Delay: 4900
I (46955) main: Raw_angle: 77.10, Angle: 77.10, PID Output: 365, Delay: 4648
I (46965) main: Raw_angle: 77.10, Angle: 77.10, PID Output: 365, Delay: 4657
I (46975) main: Raw_angle: 77.10, Angle: 77.10, PID Output: 365, Delay: 4657
I (46985) main: Raw_angle: 75.92, Angle: 75.92, PID Output: 402, Delay: 4657
I (46995) main: Raw_angle: 75.92, Angle: 72.56, PID Output: 505, Delay: 4616
I (47005) main: Raw_angle: 72.56, Angle: 72.56, PID Output: 502, Delay: 4504
I (47015) main: Raw_angle: 71.08, Angle: 71.08, PID Output: 548, Delay: 4507
I (47025) main: Raw_angle: 71.08, Angle: 72.56, PID Output: 500, Delay: 4457
I (47035) main: Raw_angle: 72.56, Angle: 75.92, PID Output: 398, Delay: 4510
I (47045) main: Raw_angle: 75.92, Angle: 102.83, PID Output: -432, Delay: 4621
I (47055) main: Raw_angle: 102.83, Angle: 102.83, PID Output: -405, Delay: 4584
I (47065) main: Raw_angle: 102.83, Angle: 78.29, PID Output: 354, Delay: 4613
I (47075) main: Raw_angle: 78.29, Angle: 75.92, PID Output: 403, Delay: 4669
I (47085) main: Raw_angle: 75.92, Angle: 71.08, PID Output: 551, Delay: 4615
I (47095) main: Raw_angle: 71.08, Angle: 51.97, PID Output: 1139, Delay: 4454
I (47105) main: Raw_angle: 51.97, Angle: 70.39, PID Output: 548, Delay: 3814
I (47115) main: Raw_angle: 70.39, Angle: 71.08, PID Output: 546, Delay: 4457
I (47125) main: Raw_angle: 71.08, Angle: 78.29, PID Output: 323, Delay: 4460
I (47135) main: Raw_angle: 78.29, Angle: 78.29, PID Output: 330, Delay: 4702
I (47145) main: Raw_angle: 78.29, Angle: 78.29, PID Output: 330, Delay: 4695
I (47155) main: Raw_angle: 78.29, Angle: 78.29, PID Output: 330, Delay: 4695
I (47165) main: Raw_angle: 78.29, Angle: 83.39, PID Output: 172, Delay: 4695
I (47175) main: Raw_angle: 83.39, Angle: 99.70, PID Output: -328, Delay: 4867
I (47185) main: Raw_angle: 99.70, Angle: 102.89, PID Output: -410, Delay: 4697
I (47195) main: Raw_angle: 102.89, Angle: 102.89, PID Output: -407, Delay: 4608
I (47205) main: Raw_angle: 107.44, Angle: 107.44, PID Output: -548, Delay: 4611
I (47215) main: Raw_angle: 107.44, Angle: 108.86, PID Output: -588, Delay: 4457
I (47225) main: Raw_angle: 108.86, Angle: 108.86, PID Output: -586, Delay: 4414
I (47235) main: Raw_angle: 108.86, Angle: 108.86, PID Output: -586, Delay: 4416
I (47245) main: Raw_angle: 108.86, Angle: 107.44, PID Output: -542, Delay: 4416
I (47255) main: Raw_angle: 107.44, Angle: 107.44, PID Output: -544, Delay: 4464
I (47265) main: Raw_angle: 107.44, Angle: 96.37, PID Output: -200, Delay: 4462
I (47275) main: Raw_angle: 96.37, Angle: 79.81, PID Output: 301, Delay: 4836
I (47285) main: Raw_angle: 79.81, Angle: 77.38, PID Output: 360, Delay: 4726
I (47295) main: Raw_angle: 77.38, Angle: 77.03, PID Output: 368, Delay: 4662
I (47305) main: Raw_angle: 77.03, Angle: 64.10, PID Output: 768, Delay: 4653
I (47315) main: Raw_angle: 64.10, Angle: 62.84, PID Output: 794, Delay: 4218
I (47325) main: Raw_angle: 62.84, Angle: 58.18, PID Output: 938, Delay: 4190
I (47335) main: Raw_angle: 58.18, Angle: 58.18, PID Output: 933, Delay: 4033
I (47345) main: Raw_angle: 58.18, Angle: 62.84, PID Output: 788, Delay: 4038
I (47355) main: Raw_angle: 62.84, Angle: 64.10, PID Output: 754, Delay: 4196
I (47365) main: Raw_angle: 64.10, Angle: 64.10, PID Output: 755, Delay: 4233
I (47375) main: Raw_angle: 64.10, Angle: 64.10, PID Output: 755, Delay: 4232
I (47385) main: Raw_angle: 64.10, Angle: 77.21, PID Output: 349, Delay: 4232
I (47395) main: Raw_angle: 77.21, Angle: 78.55, PID Output: 321, Delay: 4674
I (47405) main: Raw_angle: 78.55, Angle: 103.07, PID Output: -437, Delay: 4704
I (47415) main: Raw_angle: 104.31, Angle: 104.31, PID Output: -451, Delay: 4578
I (47425) main: Raw_angle: 104.31, Angle: 104.31, PID Output: -450, Delay: 4563
I (47435) main: Raw_angle: 104.31, Angle: 104.31, PID Output: -450, Delay: 4564
I (47445) main: Raw_angle: 104.31, Angle: 104.31, PID Output: -450, Delay: 4564
I (47455) main: Raw_angle: 104.47, Angle: 104.31, PID Output: -450, Delay: 4564
I (47465) main: Raw_angle: 104.31, Angle: 104.47, PID Output: -455, Delay: 4564
I (47475) main: Raw_angle: 104.47, Angle: 104.47, PID Output: -455, Delay: 4559
I (47485) main: Raw_angle: 104.47, Angle: 104.31, PID Output: -450, Delay: 4559
I (47495) main: Raw_angle: 104.31, Angle: 103.07, PID Output: -411, Delay: 4564
I (47505) main: Raw_angle: 103.07, Angle: 81.29, PID Output: 262, Delay: 4607
I (47515) main: Raw_angle: 76.63, Angle: 76.63, PID Output: 384, Delay: 4769
I (47525) main: Raw_angle: 76.63, Angle: 76.63, PID Output: 379, Delay: 4636
I (47535) main: Raw_angle: 76.63, Angle: 76.63, PID Output: 379, Delay: 4641
I (47545) main: Raw_angle: 76.63, Angle: 94.75, PID Output: -181, Delay: 4641
I (47555) main: Raw_angle: 94.75, Angle: 94.75, PID Output: -163, Delay: 4857
I (47565) main: Raw_angle: 90.34, Angle: 90.34, PID Output: -26, Delay: 4876
I (47575) main: Raw_angle: 90.34, Angle: 77.65, PID Output: 362, Delay: 5000
I (47585) main: Raw_angle: 77.65, Angle: 77.65, PID Output: 349, Delay: 4660
I (47595) main: Raw_angle: 77.65, Angle: 77.65, PID Output: 349, Delay: 4674
I (47605) main: Raw_angle: 77.65, Angle: 90.34, PID Output: -43, Delay: 4674
I (47615) main: Raw_angle: 90.34, Angle: 94.75, PID Output: -167, Delay: 5000
I (47625) main: Raw_angle: 94.75, Angle: 102.49, PID Output: -403, Delay: 4872
I (47635) main: Raw_angle: 102.49, Angle: 106.58, PID Output: -522, Delay: 4615
I (47645) main: Raw_angle: 106.58, Angle: 109.59, PID Output: -611, Delay: 4486
I (47655) main: Raw_angle: 109.59, Angle: 102.49, PID Output: -388, Delay: 4389
I (47665) main: Raw_angle: 102.49, Angle: 90.34, PID Output: -18, Delay: 4632
I (47675) main: Raw_angle: 90.34, Angle: 83.13, PID Output: 192, Delay: 5000
I (47685) main: Raw_angle: 83.13, Angle: 94.72, PID Output: -174, Delay: 4845
I (47695) main: Raw_angle: 94.72, Angle: 102.49, PID Output: -403, Delay: 4865
I (47705) main: Raw_angle: 102.49, Angle: 102.49, PID Output: -395, Delay: 4615
I (47715) main: Raw_angle: 102.49, Angle: 94.72, PID Output: -154, Delay: 4624
I (47725) main: Raw_angle: 94.72, Angle: 86.31, PID Output: 98, Delay: 4886
I (47735) main: Raw_angle: 86.31, Angle: 83.13, PID Output: 188, Delay: 4947
I (47745) main: Raw_angle: 82.89, Angle: 82.89, PID Output: 192, Delay: 4849
I (47755) main: Raw_angle: 82.89, Angle: 74.33, PID Output: 457, Delay: 4845
I (47765) main: Raw_angle: 74.33, Angle: 82.89, PID Output: 183, Delay: 4556
I (47775) main: Raw_angle: 82.89, Angle: 82.89, PID Output: 192, Delay: 4855
I (47785) main: Raw_angle: 82.89, Angle: 74.33, PID Output: 457, Delay: 4845
I (47795) main: Raw_angle: 74.33, Angle: 64.58, PID Output: 751, Delay: 4556
I (47805) main: Raw_angle: 64.58, Angle: 64.58, PID Output: 741, Delay: 4236
I (47815) main: Raw_angle: 64.58, Angle: 64.58, PID Output: 741, Delay: 4247
I (47825) main: Raw_angle: 64.58, Angle: 74.33, PID Output: 439, Delay: 4247
I (47835) main: Raw_angle: 74.33, Angle: 82.89, PID Output: 183, Delay: 4576
I (47845) main: Raw_angle: 82.89, Angle: 90.18, PID Output: -33, Delay: 4855
I (47855) main: Raw_angle: 90.18, Angle: 99.32, PID Output: -309, Delay: 5000
I (47865) main: Raw_angle: 95.67, Angle: 99.32, PID Output: -300, Delay: 4718
I (47875) main: Raw_angle: 99.32, Angle: 95.67, PID Output: -187, Delay: 4727
I (47885) main: Raw_angle: 95.67, Angle: 103.52, PID Output: -434, Delay: 4850
I (47895) main: Raw_angle: 103.52, Angle: 112.54, PID Output: -706, Delay: 4581
I (47905) main: Raw_angle: 112.54, Angle: 114.61, PID Output: -761, Delay: 4285
I (47915) main: Raw_angle: 114.61, Angle: 114.61, PID Output: -759, Delay: 4226
I (47925) main: Raw_angle: 114.61, Angle: 112.54, PID Output: -695, Delay: 4228
I (47935) main: Raw_angle: 112.54, Angle: 103.52, PID Output: -417, Delay: 4297
I (47945) main: Raw_angle: 103.52, Angle: 95.67, PID Output: -183, Delay: 4600
I (47955) main: Raw_angle: 94.97, Angle: 94.97, PID Output: -169, Delay: 4855
I (47965) main: Raw_angle: 94.97, Angle: 94.97, PID Output: -170, Delay: 4870
I (47975) main: Raw_angle: 94.97, Angle: 94.97, PID Output: -170, Delay: 4869
I (47985) main: Raw_angle: 94.97, Angle: 102.23, PID Output: -395, Delay: 4869
I (47995) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4624
I (48005) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48015) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48025) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48035) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48045) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48055) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48065) main: Raw_angle: 102.23, Angle: 102.23, PID Output: -387, Delay: 4633
I (48075) main: Raw_angle: 102.23, Angle: 80.74, PID Output: 278, Delay: 4633
I (48085) main: Raw_angle: 80.74, Angle: 78.47, PID Output: 327, Delay: 4751
I (48095) main: Raw_angle: 78.47, Angle: 78.47, PID Output: 324, Delay: 4698
I (48105) main: Raw_angle: 78.47, Angle: 78.47, PID Output: 324, Delay: 4701
I (48115) main: Raw_angle: 78.47, Angle: 78.47, PID Output: 324, Delay: 4701
I (48125) main: Raw_angle: 77.77, Angle: 77.77, PID Output: 346, Delay: 4701
I (48135) main: Raw_angle: 77.77, Angle: 75.31, PID Output: 422, Delay: 4677
I (48145) main: Raw_angle: 75.31, Angle: 75.31, PID Output: 419, Delay: 4595
I (48155) main: Raw_angle: 75.31, Angle: 77.77, PID Output: 343, Delay: 4598
I (48165) main: Raw_angle: 77.77, Angle: 78.47, PID Output: 324, Delay: 4681
I (48175) main: Raw_angle: 78.47, Angle: 85.87, PID Output: 95, Delay: 4701
I (48185) main: Raw_angle: 85.87, Angle: 97.98, PID Output: -272, Delay: 4951
I (48195) main: Raw_angle: 96.82, Angle: 97.98, PID Output: -260, Delay: 4758
I (48205) main: Raw_angle: 97.98, Angle: 96.82, PID Output: -224, Delay: 4771
I (48215) main: Raw_angle: 96.82, Angle: 85.87, PID Output: 113, Delay: 4810
I (48225) main: Raw_angle: 85.87, Angle: 78.95, PID Output: 317, Delay: 4931
I (48235) main: Raw_angle: 78.95, Angle: 85.87, PID Output: 95, Delay: 4709
I (48245) main: Raw_angle: 85.87, Angle: 96.82, PID Output: -236, Delay: 4951
I (48255) main: Raw_angle: 96.82, Angle: 96.82, PID Output: -225, Delay: 4797
I (48265) main: Raw_angle: 96.82, Angle: 96.82, PID Output: -225, Delay: 4809
I (48275) main: Raw_angle: 96.82, Angle: 78.95, PID Output: 328, Delay: 4809
I (48285) main: Raw_angle: 78.95, Angle: 71.72, PID Output: 534, Delay: 4697
I (48295) main: Raw_angle: 71.72, Angle: 71.72, PID Output: 527, Delay: 4473
I (48305) main: Raw_angle: 71.72, Angle: 71.72, PID Output: 527, Delay: 4480
I (48315) main: Raw_angle: 74.06, Angle: 74.06, PID Output: 454, Delay: 4480
I (48325) main: Raw_angle: 74.06, Angle: 74.06, PID Output: 457, Delay: 4560
I (48335) main: Raw_angle: 74.06, Angle: 71.72, PID Output: 529, Delay: 4556
I (48345) main: Raw_angle: 71.72, Angle: 71.72, PID Output: 527, Delay: 4478
I (48355) main: Raw_angle: 71.72, Angle: 71.72, PID Output: 527, Delay: 4480
I (48365) main: Raw_angle: 71.72, Angle: 74.06, PID Output: 454, Delay: 4480
I (48375) main: Raw_angle: 74.06, Angle: 91.95, PID Output: -97, Delay: 4560
I (48385) main: Raw_angle: 91.95, Angle: 96.52, PID Output: -221, Delay: 4948
I (48395) main: Raw_angle: 96.52, Angle: 96.52, PID Output: -216, Delay: 4813
I (48405) main: Raw_angle: 96.52, Angle: 96.52, PID Output: -216, Delay: 4819
I (48415) main: Raw_angle: 96.52, Angle: 74.06, PID Output: 479, Delay: 4819
I (48425) main: Raw_angle: 74.06, Angle: 74.04, PID Output: 457, Delay: 4532
I (48435) main: Raw_angle: 74.04, Angle: 74.04, PID Output: 457, Delay: 4556
I (48445) main: Raw_angle: 70.79, Angle: 74.04, PID Output: 457, Delay: 4556
I (48455) main: Raw_angle: 74.04, Angle: 70.79, PID Output: 558, Delay: 4556
I (48465) main: Raw_angle: 70.79, Angle: 59.35, PID Output: 910, Delay: 4446
I (48475) main: Raw_angle: 59.35, Angle: 59.35, PID Output: 898, Delay: 4063
